Word,Sana,Rank
importantly,merkittävästi,4924
transit,kauttakulku,4925
dense,tiheä,4926
seminar,seminaari,4927
electronics,elektroniikka,4928
sunny,aurinkoinen,4929
shorts,shortsit,4930
swell,turvota,4931
accusation,syytös,4932
soften,pehmentää,4933
photograph,valokuva,4934
straighten,suoristaa,4935
terribly,hirveästi,4936
cue,vihje,4937
sudden,äkillinen,4938
bride,morsian,4939
biography,elämäkerta,4940
hazard,vaara,4941
compelling,pakottava,4942
seldom,harvoin,4943
tile,laatta,4944
economically,taloudellisesti,4945
honestly,rehellisesti,4946
troubled,levoton,4947
bow,keula-,4948
twentieth,kahdeskymmenes,4949
balanced,tasapainoinen,4950
foreigner,ulkomaalainen,4951
launch,tuoda markkinoille,4952
convenience,sopivuus,4953
delight,ilahduttaa,4954
weave,kutoa,4955
timber,puutavara,4956
till,asti,4957
accurately,tarkasti,4958
plea,vetoomus,4959
bulb,polttimo,4960
copy,kopio,4961
flying,lentäminen,4962
sustainable,kestävä,4963
devil,paholainen,4964
bolt,pultti,4965
cargo,lasti,4966
spine,selkä,4967
seller,myyjä,4968
skilled,taitava,4969
managing,hallinnassa,4970
public,julkinen,4971
marine,meren-,4972
dock,telakka,4973
organized,järjestetty,4974
fog,sumu,4975
diplomat,diplomaatti,4976
boring,tylsää,4977
sometime,jonkin aikaa,4978
summary,yhteenveto,4979
missionary,lähetyssaarnaaja,4980
epidemic,epidemia,4981
fatal,kohtalokas,4982
trim,trimmata,4983
warehouse,varasto,4984
accelerate,kiihdyttää,4985
butterfly,perhonen,4986
bronze,pronssi,4987
drown,hukkua,4988
inherent,luontainen,4989
praise,kehua,4990
nationwide,valtakunnallinen,4991
spit,sylkeä,4992
harvest,sato,4993
kneel,polvistua,4994
vacuum,tyhjiö,4995
selected,valittu,4996
dictate,sanella,4997
stereotype,stereotypia,4998
sensor,sensori,4999
laundry,pesula,5000
manual,manuaalinen,5001
pistol,pistooli,5002
naval,merivoimien,5003
immigrant,maahanmuuttaja,5004
plaintiff,kantaja,5005
kid,lapsi,5006
middle-class,keskiluokka,5007
apology,anteeksipyyntö,5008
till,asti,5009
empathy,empatia,5010
compassion,myötätunto,5011
